level 	level_ready 	ready 	start       	end         	color   	opacity 	title                                                                                                                                             	initiation 	in 	out 	children 	parents 	prof_uid 	op_id 	instances
    3 	            	      	5098222.717 	5098227.221 	#c4ff00 	   0.45 	Region: ispace:1[0:59] x BitField()$Fields: [fid:101:bit]$Layout Order: [Struct-of-arrays (SOA)] $Inst: 0x4000000000000001 $Size: 60 B (deferred) 	         9 	   	    	         	        	      27 	      	
    3 	            	      	5098227.221 	5115376.626 	#c4ff00 	   1.0  	Region: ispace:1[0:59] x BitField()$Fields: [fid:101:bit]$Layout Order: [Struct-of-arrays (SOA)] $Inst: 0x4000000000000001 $Size: 60 B            	         9 	   	    	         	        	      27 	      	
