prof_uid 	wait                    	execution               	op_id 	title                                                         	ready       	start       	end         	in     	out                                              	initiation
     226 	    0.0                 	    2.224999999627471   	      	MapperRuntime::has_parent_logical_partition                   	5098070.838 	5098070.838 	5098073.063 	       	                                                 	         8
     227 	    0.0                 	    1.7139999996870756  	      	MapperRuntime::get_parent_logical_partition                   	5098074.565 	5098074.565 	5098076.279 	       	                                                 	         8
     228 	    0.0                 	    2.0779999997466803  	      	MapperRuntime::get_parent_logical_region                      	5098078.245 	5098078.245 	5098080.323 	       	                                                 	         8
     229 	    0.0                 	    0.2640000004321337  	      	MapperRuntime::has_parent_logical_partition                   	5098080.554 	5098080.554 	5098080.818 	       	                                                 	         8
     230 	    0.0                 	  281.42799999937415    	      	MapperRuntime::find_or_create_physical_instance               	5098083.826 	5098083.826 	5098365.254 	       	                                                 	         8
     231 	    0.0                 	   15.958000000566244   	      	MapperRuntime::set_garbage_collection_priority                	5098368.651 	5098368.651 	5098384.609 	       	                                                 	         8
     232 	    0.0                 	    1.540000000037253   	      	MapperRuntime::filter_instances                               	5098925.454 	5098925.454 	5098926.994 	       	                                                 	         8
     233 	    0.0                 	    0.22499999962747097 	      	MapperRuntime::find_task_layout_constraints                   	5098928.029 	5098928.029 	5098928.254 	       	                                                 	         8
     234 	    0.0                 	    0.205999999307096   	      	MapperRuntime::find_task_layout_constraints                   	5098928.604 	5098928.604 	5098928.81  	       	                                                 	         8
     235 	    0.0                 	    0.20499999914318323 	      	MapperRuntime::find_layout_constraints                        	5098929.048 	5098929.048 	5098929.253 	       	                                                 	         8
     236 	    0.0                 	    0.4209999991580844  	      	MapperRuntime::filter_instances                               	5098929.747 	5098929.747 	5098930.168 	       	                                                 	         8
     237 	    0.0                 	    0.24299999978393316 	      	MapperRuntime::acquire_and_filter_instances                   	5098930.489 	5098930.489 	5098930.732 	       	                                                 	         8
     238 	    0.0                 	    0.4320000000298023  	      	MapperRuntime::find_layout_constraints                        	5098931.633 	5098931.633 	5098932.065 	       	                                                 	         8
     239 	    0.0                 	    0.17100000008940697 	      	MapperRuntime::find_layout_constraints                        	5098932.263 	5098932.263 	5098932.434 	       	                                                 	         8
     240 	    0.0                 	    0.6619999995455146  	      	MapperRuntime::do_constraints_conflict                        	5098933.582 	5098933.582 	5098934.244 	       	                                                 	         8
     241 	    0.0                 	    0.4859999995678663  	      	MapperRuntime::do_constraints_entail                          	5098934.502 	5098934.502 	5098934.988 	       	                                                 	         8
     242 	    0.0                 	    0.8279999997466803  	      	MapperRuntime::get_field_space_fields                         	5098935.984 	5098935.984 	5098936.812 	       	                                                 	         8
     243 	    0.0                 	    0.519000000320375   	      	MapperRuntime::has_parent_logical_partition                   	5098938.068 	5098938.068 	5098938.587 	       	                                                 	         8
     244 	    0.0                 	    0.3609999995678663  	      	MapperRuntime::get_parent_logical_partition                   	5098939.443 	5098939.443 	5098939.804 	       	                                                 	         8
     245 	    0.0                 	    0.4680000003427267  	      	MapperRuntime::get_parent_logical_region                      	5098940.103 	5098940.103 	5098940.571 	       	                                                 	         8
     246 	    0.0                 	    0.24600000027567148 	      	MapperRuntime::has_parent_logical_partition                   	5098940.789 	5098940.789 	5098941.035 	       	                                                 	         8
     247 	    0.0                 	   18.62999999988824    	      	MapperRuntime::find_or_create_physical_instance               	5098941.491 	5098941.491 	5098960.121 	       	                                                 	         8
     248 	    0.0                 	    1.270999999716878   	      	MapperRuntime::filter_instances                               	5099258.489 	5099258.489 	5099259.76  	       	                                                 	         8
     249 	    0.0                 	    0.23799999989569187 	      	MapperRuntime::find_task_layout_constraints                   	5099260.994 	5099260.994 	5099261.232 	       	                                                 	         8
     250 	    0.0                 	    0.2289999993517995  	      	MapperRuntime::find_task_layout_constraints                   	5099261.542 	5099261.542 	5099261.771 	       	                                                 	         8
     251 	    0.0                 	    0.22099999990314245 	      	MapperRuntime::find_layout_constraints                        	5099262.016 	5099262.016 	5099262.237 	       	                                                 	         8
     252 	    0.0                 	    0.3700000001117587  	      	MapperRuntime::filter_instances                               	5099262.732 	5099262.732 	5099263.102 	       	                                                 	         8
     253 	    0.0                 	    0.20399999991059303 	      	MapperRuntime::acquire_and_filter_instances                   	5099263.373 	5099263.373 	5099263.577 	       	                                                 	         8
     254 	    0.0                 	    0.37699999939650297 	      	MapperRuntime::find_layout_constraints                        	5099264.342 	5099264.342 	5099264.719 	       	                                                 	         8
     255 	    0.0                 	    0.17999999970197678 	      	MapperRuntime::find_layout_constraints                        	5099264.921 	5099264.921 	5099265.101 	       	                                                 	         8
     256 	    0.0                 	    0.6019999999552965  	      	MapperRuntime::do_constraints_conflict                        	5099266.19  	5099266.19  	5099266.792 	       	                                                 	         8
     257 	    0.0                 	    0.3880000002682209  	      	MapperRuntime::do_constraints_entail                          	5099267.054 	5099267.054 	5099267.442 	       	                                                 	         8
     258 	    0.0                 	    0.7380000008270144  	      	MapperRuntime::get_field_space_fields                         	5099268.276 	5099268.276 	5099269.014 	       	                                                 	         8
     259 	    0.0                 	    0.5389999998733401  	      	MapperRuntime::has_parent_logical_partition                   	5099270.215 	5099270.215 	5099270.754 	       	                                                 	         8
     260 	    0.0                 	    0.3399999998509884  	      	MapperRuntime::get_parent_logical_partition                   	5099270.99  	5099270.99  	5099271.33  	       	                                                 	         8
     261 	    0.0                 	    0.47099999990314245 	      	MapperRuntime::get_parent_logical_region                      	5099271.64  	5099271.64  	5099272.111 	       	                                                 	         8
     262 	    0.0                 	    0.22900000028312206 	      	MapperRuntime::has_parent_logical_partition                   	5099272.301 	5099272.301 	5099272.53  	       	                                                 	         8
     263 	    0.0                 	    7.995999999344349   	      	MapperRuntime::find_or_create_physical_instance               	5099273.082 	5099273.082 	5099281.078 	       	                                                 	         8
     264 	    0.0                 	    1.361999999731779   	      	MapperRuntime::filter_instances                               	5099568.426 	5099568.426 	5099569.788 	       	                                                 	         8
     265 	    0.0                 	    0.2239999994635582  	      	MapperRuntime::find_task_layout_constraints                   	5099570.86  	5099570.86  	5099571.084 	       	                                                 	         8
     266 	    0.0                 	    0.21999999973922968 	      	MapperRuntime::find_task_layout_constraints                   	5099571.421 	5099571.421 	5099571.641 	       	                                                 	         8
     267 	    0.0                 	    0.20399999991059303 	      	MapperRuntime::find_layout_constraints                        	5099571.886 	5099571.886 	5099572.09  	       	                                                 	         8
     268 	    0.0                 	    0.47999999951571226 	      	MapperRuntime::filter_instances                               	5099579.701 	5099579.701 	5099580.181 	       	                                                 	         8
     269 	    0.0                 	    0.20399999991059303 	      	MapperRuntime::acquire_and_filter_instances                   	5099580.437 	5099580.437 	5099580.641 	       	                                                 	         8
     270 	    0.0                 	    0.3930000001564622  	      	MapperRuntime::find_layout_constraints                        	5099581.408 	5099581.408 	5099581.801 	       	                                                 	         8
     271 	    0.0                 	    0.18500000052154064 	      	MapperRuntime::find_layout_constraints                        	5099582.004 	5099582.004 	5099582.189 	       	                                                 	         8
     272 	    0.0                 	    0.5800000000745058  	      	MapperRuntime::do_constraints_conflict                        	5099583.003 	5099583.003 	5099583.583 	       	                                                 	         8
     273 	    0.0                 	    0.40300000086426735 	      	MapperRuntime::do_constraints_entail                          	5099583.844 	5099583.844 	5099584.247 	       	                                                 	         8
     274 	    0.0                 	    0.7460000002756715  	      	MapperRuntime::get_field_space_fields                         	5099585.159 	5099585.159 	5099585.905 	       	                                                 	         8
     275 	    0.0                 	    0.46700000017881393 	      	MapperRuntime::has_parent_logical_partition                   	5099587.097 	5099587.097 	5099587.564 	       	                                                 	         8
     276 	    0.0                 	    0.36400000005960464 	      	MapperRuntime::get_parent_logical_partition                   	5099587.843 	5099587.843 	5099588.207 	       	                                                 	         8
     277 	    0.0                 	    0.46299999952316284 	      	MapperRuntime::get_parent_logical_region                      	5099588.507 	5099588.507 	5099588.97  	       	                                                 	         8
     278 	    0.0                 	    0.2319999998435378  	      	MapperRuntime::has_parent_logical_partition                   	5099589.177 	5099589.177 	5099589.409 	       	                                                 	         8
     279 	    0.0                 	    8.14699999988079    	      	MapperRuntime::find_or_create_physical_instance               	5099589.942 	5099589.942 	5099598.089 	       	                                                 	         8
     280 	    0.0                 	    1.355999999679625   	      	MapperRuntime::filter_instances                               	5099912.13  	5099912.13  	5099913.486 	       	                                                 	         8
     281 	    0.0                 	    0.22600000072270632 	      	MapperRuntime::find_task_layout_constraints                   	5099914.589 	5099914.589 	5099914.815 	       	                                                 	         8
     282 	    0.0                 	    0.223000000230968   	      	MapperRuntime::find_task_layout_constraints                   	5099915.112 	5099915.112 	5099915.335 	       	                                                 	         8
     283 	    0.0                 	    0.21999999973922968 	      	MapperRuntime::find_layout_constraints                        	5099915.587 	5099915.587 	5099915.807 	       	                                                 	         8
     284 	    0.0                 	    0.4160000002011657  	      	MapperRuntime::filter_instances                               	5099916.288 	5099916.288 	5099916.704 	       	                                                 	         8
     285 	    0.0                 	    0.2099999999627471  	      	MapperRuntime::acquire_and_filter_instances                   	5099917.005 	5099917.005 	5099917.215 	       	                                                 	         8
     286 	    0.0                 	    0.3910000007599592  	      	MapperRuntime::find_layout_constraints                        	5099918.015 	5099918.015 	5099918.406 	       	                                                 	         8
     287 	    0.0                 	    0.19700000062584877 	      	MapperRuntime::find_layout_constraints                        	5099918.594 	5099918.594 	5099918.791 	       	                                                 	         8
     288 	    0.0                 	    0.5609999997541308  	      	MapperRuntime::do_constraints_conflict                        	5099919.61  	5099919.61  	5099920.171 	       	                                                 	         8
     289 	    0.0                 	    0.40000000037252903 	      	MapperRuntime::do_constraints_entail                          	5099920.43  	5099920.43  	5099920.83  	       	                                                 	         8
     290 	    0.0                 	    0.8059999998658895  	      	MapperRuntime::get_field_space_fields                         	5099921.729 	5099921.729 	5099922.535 	       	                                                 	         8
     291 	    0.0                 	    0.6159999994561076  	      	MapperRuntime::has_parent_logical_partition                   	5099923.792 	5099923.792 	5099924.408 	       	                                                 	         8
     292 	    0.0                 	    0.3530000001192093  	      	MapperRuntime::get_parent_logical_partition                   	5099924.912 	5099924.912 	5099925.265 	       	                                                 	         8
     293 	    0.0                 	    0.4230000004172325  	      	MapperRuntime::get_parent_logical_region                      	5099925.55  	5099925.55  	5099925.973 	       	                                                 	         8
     294 	    0.0                 	    0.2369999997317791  	      	MapperRuntime::has_parent_logical_partition                   	5099926.172 	5099926.172 	5099926.409 	       	                                                 	         8
     295 	    0.0                 	    7.754000000655651   	      	MapperRuntime::find_or_create_physical_instance               	5099926.834 	5099926.834 	5099934.588 	       	                                                 	         8
     296 	    0.0                 	    1.2790000000968575  	      	MapperRuntime::filter_instances                               	5100226.061 	5100226.061 	5100227.34  	       	                                                 	         8
     297 	    0.0                 	    0.23900000005960464 	      	MapperRuntime::find_task_layout_constraints                   	5100228.275 	5100228.275 	5100228.514 	       	                                                 	         8
     298 	    0.0                 	    0.21600000001490116 	      	MapperRuntime::find_task_layout_constraints                   	5100228.837 	5100228.837 	5100229.053 	       	                                                 	         8
     299 	    0.0                 	    0.20399999991059303 	      	MapperRuntime::find_layout_constraints                        	5100229.292 	5100229.292 	5100229.496 	       	                                                 	         8
     300 	    0.0                 	    0.3700000001117587  	      	MapperRuntime::filter_instances                               	5100229.995 	5100229.995 	5100230.365 	       	                                                 	         8
     301 	    0.0                 	    0.20299999974668026 	      	MapperRuntime::acquire_and_filter_instances                   	5100230.632 	5100230.632 	5100230.835 	       	                                                 	         8
     302 	    0.0                 	    0.36299999989569187 	      	MapperRuntime::find_layout_constraints                        	5100231.636 	5100231.636 	5100231.999 	       	                                                 	         8
     303 	    0.0                 	    0.19099999964237213 	      	MapperRuntime::find_layout_constraints                        	5100232.173 	5100232.173 	5100232.364 	       	                                                 	         8
     304 	    0.0                 	    0.6019999999552965  	      	MapperRuntime::do_constraints_conflict                        	5100233.722 	5100233.722 	5100234.324 	       	                                                 	         8
     305 	    0.0                 	    0.39499999955296516 	      	MapperRuntime::do_constraints_entail                          	5100234.599 	5100234.599 	5100234.994 	       	                                                 	         8
     306 	    0.0                 	    0.7429999997839332  	      	MapperRuntime::get_field_space_fields                         	5100235.875 	5100235.875 	5100236.618 	       	                                                 	         8
     307 	    0.0                 	    0.6040000002831221  	      	MapperRuntime::has_parent_logical_partition                   	5100237.719 	5100237.719 	5100238.323 	       	                                                 	         8
     308 	    0.0                 	    0.3449999997392297  	      	MapperRuntime::get_parent_logical_partition                   	5100238.559 	5100238.559 	5100238.904 	       	                                                 	         8
     309 	    0.0                 	    0.44999999925494194 	      	MapperRuntime::get_parent_logical_region                      	5100239.213 	5100239.213 	5100239.663 	       	                                                 	         8
     310 	    0.0                 	    0.22999999951571226 	      	MapperRuntime::has_parent_logical_partition                   	5100239.854 	5100239.854 	5100240.084 	       	                                                 	         8
     311 	    0.0                 	    7.664000000804663   	      	MapperRuntime::find_or_create_physical_instance               	5100240.492 	5100240.492 	5100248.156 	       	                                                 	         8
     312 	    0.0                 	    0.677000000141561   	      	MapperRuntime::find_valid_variants                            	5100598.484 	5100598.484 	5100599.161 	       	                                                 	        15
     313 	    0.0                 	    0.29799999948590994 	      	MapperRuntime::find_execution_constraints                     	5100601.86  	5100601.86  	5100602.158 	       	                                                 	        15
     314 	    0.0                 	    0.2410000003874302  	      	MapperRuntime::find_execution_constraints                     	5100603.844 	5100603.844 	5100604.085 	       	                                                 	        15
     315 	    0.0                 	    1.4359999997541308  	      	MapperRuntime::filter_instances                               	5100898.039 	5100898.039 	5100899.475 	       	                                                 	        15
     316 	    0.0                 	    0.25700000021606684 	      	MapperRuntime::find_task_layout_constraints                   	5100900.493 	5100900.493 	5100900.75  	       	                                                 	        15
     317 	    0.0                 	    0.19900000002235174 	      	MapperRuntime::find_task_layout_constraints                   	5100901.087 	5100901.087 	5100901.286 	       	                                                 	        15
     318 	    0.0                 	    0.18900000024586916 	      	MapperRuntime::find_layout_constraints                        	5100901.568 	5100901.568 	5100901.757 	       	                                                 	        15
     319 	    0.0                 	    4.888000000268221   	      	MapperRuntime::filter_instances                               	5100904.806 	5100904.806 	5100909.694 	       	                                                 	        15
     320 	    0.0                 	    0.5279999999329448  	      	MapperRuntime::acquire_instance                               	5100910.768 	5100910.768 	5100911.296 	       	                                                 	        15
     321 	    0.0                 	    0.6919999998062849  	      	MapperRuntime::find_valid_variants                            	5101216.035 	5101216.035 	5101216.727 	       	                                                 	        17
     322 	    0.0                 	    0.32299999985843897 	      	MapperRuntime::find_execution_constraints                     	5101219.38  	5101219.38  	5101219.703 	       	                                                 	        17
     323 	    0.0                 	    0.25699999928474426 	      	MapperRuntime::find_execution_constraints                     	5101220.383 	5101220.383 	5101220.64  	       	                                                 	        17
     324 	    0.0                 	    1.4589999997988343  	      	MapperRuntime::filter_instances                               	5101466.269 	5101466.269 	5101467.728 	       	                                                 	        17
     325 	    0.0                 	    0.24799999967217445 	      	MapperRuntime::find_task_layout_constraints                   	5101468.517 	5101468.517 	5101468.765 	       	                                                 	        17
     326 	    0.0                 	    0.21200000029057264 	      	MapperRuntime::find_task_layout_constraints                   	5101469.066 	5101469.066 	5101469.278 	       	                                                 	        17
     327 	    0.0                 	    0.1880000000819564  	      	MapperRuntime::find_layout_constraints                        	5101469.545 	5101469.545 	5101469.733 	       	                                                 	        17
     328 	    0.0                 	    1.321000000461936   	      	MapperRuntime::filter_instances                               	5101471.55  	5101471.55  	5101472.871 	       	                                                 	        17
     329 	    0.0                 	    0.5750000001862645  	      	MapperRuntime::acquire_instance                               	5101473.295 	5101473.295 	5101473.87  	       	                                                 	        17
     330 	    0.0                 	    0.7640000004321337  	      	MapperRuntime::find_valid_variants                            	5101672.964 	5101672.964 	5101673.728 	       	                                                 	        19
     331 	    0.0                 	    0.34200000017881393 	      	MapperRuntime::find_execution_constraints                     	5101674.3   	5101674.3   	5101674.642 	       	                                                 	        19
     332 	    0.0                 	    0.2189999995753169  	      	MapperRuntime::find_execution_constraints                     	5101675.485 	5101675.485 	5101675.704 	       	                                                 	        19
     333 	    0.0                 	    0.2689999993890524  	      	MapperRuntime::find_valid_variants                            	5101677.377 	5101677.377 	5101677.646 	       	                                                 	        19
     334 	    0.0                 	    0.2369999997317791  	      	MapperRuntime::find_execution_constraints                     	5101677.809 	5101677.809 	5101678.046 	       	                                                 	        19
     335 	    0.0                 	    0.2149999998509884  	      	MapperRuntime::find_execution_constraints                     	5101678.308 	5101678.308 	5101678.523 	       	                                                 	        19
     336 	    0.0                 	    0.24000000022351742 	      	MapperRuntime::find_valid_variants                            	5101678.806 	5101678.806 	5101679.046 	       	                                                 	        19
     337 	    0.0                 	    0.38200000021606684 	      	MapperRuntime::find_valid_variants                            	5101679.537 	5101679.537 	5101679.919 	       	                                                 	        19
     338 	    0.0                 	    0.23900000005960464 	      	MapperRuntime::is_inner_variant                               	5101680.482 	5101680.482 	5101680.721 	       	                                                 	        19
     339 	    0.0                 	    0.2099999999627471  	      	MapperRuntime::is_replicable_variant                          	5101680.967 	5101680.967 	5101681.177 	       	                                                 	        19
     340 	    0.0                 	    0.6899999994784594  	      	MapperRuntime::find_valid_variants                            	5101849.343 	5101849.343 	5101850.033 	       	                                                 	        19
     341 	    0.0                 	    0.36799999978393316 	      	MapperRuntime::find_execution_constraints                     	5101850.591 	5101850.591 	5101850.959 	       	                                                 	        19
     342 	    0.0                 	    0.22099999990314245 	      	MapperRuntime::find_execution_constraints                     	5101851.511 	5101851.511 	5101851.732 	       	                                                 	        19
     343 	    0.0                 	    0.2589999996125698  	      	MapperRuntime::find_valid_variants                            	5101852.075 	5101852.075 	5101852.334 	       	                                                 	        19
     344 	    0.0                 	    0.3130000000819564  	      	MapperRuntime::find_valid_variants                            	5101852.659 	5101852.659 	5101852.972 	       	                                                 	        19
     345 	    0.0                 	    0.2180000003427267  	      	MapperRuntime::is_inner_variant                               	5101853.459 	5101853.459 	5101853.677 	       	                                                 	        19
     346 	    0.0                 	    0.20700000040233135 	      	MapperRuntime::is_replicable_variant                          	5101853.932 	5101853.932 	5101854.139 	       	                                                 	        19
     347 	    0.0                 	    0.8389999996870756  	      	MapperRuntime::filter_instances                               	5101855.556 	5101855.556 	5101856.395 	       	                                                 	        19
     348 	    0.0                 	    0.2410000003874302  	      	MapperRuntime::find_task_layout_constraints                   	5101856.861 	5101856.861 	5101857.102 	       	                                                 	        19
     349 	    0.0                 	    0.2649999996647239  	      	MapperRuntime::find_task_layout_constraints                   	5101857.416 	5101857.416 	5101857.681 	       	                                                 	        19
     350 	    0.0                 	    0.22099999990314245 	      	MapperRuntime::find_layout_constraints                        	5101857.881 	5101857.881 	5101858.102 	       	                                                 	        19
     351 	    0.0                 	    1.2489999998360872  	      	MapperRuntime::filter_instances                               	5101859.741 	5101859.741 	5101860.99  	       	                                                 	        19
     352 	    0.0                 	    0.4850000003352761  	      	MapperRuntime::acquire_instance                               	5101861.617 	5101861.617 	5101862.102 	       	                                                 	        19
     486 	    0.0                 	29758.319000000134      	      	Scheduler                                                     	5035829.579 	5035829.579 	5065587.898 	       	                                                 	         0
     487 	12463.811999999918      	 1151.5930000003427     	      	Deferred Execution                                            	5102875.551 	5115339.363 	5116490.956 	       	                                                 	        21
